ID,PedidoID,Tipo_Venda,Produto ID,Produto,Quantidade,Preço Unitário,Total,Margem do Pedido,Custo Unitário,Custo Total,Quantidade Disponível Itens
8f8cff46,54,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",27
2d0251c0,54,Pedido,249,Punho comum par,1,10,10,"61,00%","3,9","3,9",10
4e765b0d,55,Pedido,75,Câmara aro 26 Pirelli,1,20,20,"50,10%","9,98","9,98",9
b1668c08,55,Pedido,137,Espelho comum medio par,1,30,30,"53,66%","13,9","13,9",3
9ea545ea,56,Pedido,230,Pneu aro 20 liso Vee Rubber,2,"60,51","121,02","57,03%",26,52,8
e861736d,56,Pedido,67,Câmara 20 x1.75 Bison,1,29,29,"72,79%","7,89","7,89",9
1b21fc44,57,Pedido,133,Eixo traseiro comum,1,25,25,"68,64%","7,84","7,84",10
6c8c63fc,58,Pedido,79,Câmara aro 29 Kenda,1,40,40,"58,80%","16,48","16,48",10
dadef910,58,Pedido,197,Pedal plataforma alumínio polido,1,50,50,"65,30%","17,35","17,35",10
2a8c1110,59,Pedido,68,Câmara 26 Vee Rubber,2,25,50,"66,00%","8,5",17,10
3c5ea22f,59,Pedido,92,Câmbio traseiro comum c/gancheira,1,45,45,"55,78%","19,9","19,9",10
a48a37b4,59,Pedido,4,Alavanca cambio comum plástico par,1,25,25,"84,48%","3,88","3,88",10
c73d9802,59,Pedido,33,Balacas de freio com rosca par,2,15,30,"90,00%","1,5",3,32
9ce9d7f2,59,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",26
d8a3775f,59,Pedido,247,Punho com trava preto,1,41,41,"50,00%","20,5","20,5",10
413ec66d,59,Pedido,184,Manet alumínio preto par,1,35,35,"59,06%","14,33","14,33",10
5bf0614a,59,Pedido,113,Corrente fina Index Tec 8V,1,30,30,"79,60%","6,12","6,12",10
95eff622,59,Pedido,5f7d15c6,,1,"30,6","30,6","42,00%","17,75","17,75",1
80073b6c,59,Pedido,a05745b8,,1,"103,4","103,4","50,00%","51,7","51,7",1
74771be8,49,Pedido,115,Corrente grossa Veloforce,1,40,40,"86,55%","5,38","5,38",10
f7f221de,50,Pedido,43,Banco XR Caloi preto,1,140,140,"49,82%","70,25","70,25",10
10132baf,51,Pedido,133,Eixo traseiro comum,1,50,50,"84,32%","7,84","7,84",9
f0f460c4,52,Pedido,d9a8441d,Adesivo,1,15,15,"86,67%",2,2,20
628b6dff,53,Pedido,184,Manet alumínio preto par,1,"28,66","28,66","50,00%","14,33","14,33",6
442c48fa,53,Pedido,180,Kit freio V Break alumínio,1,"39,8","39,8","50,00%","19,9","19,9",10
277a9c54,45,Pedido,133,Eixo traseiro comum,1,"15,68","15,68","50,00%","7,84","7,84",7
5ebedcc4,45,Pedido,127,Disco de freio 160mm,1,"16,36","16,36","45,00%",9,9,9
f5b9f705,45,Pedido,213,Pedevela monobloco aro 20 preto,1,"13,98","13,98","50,00%","6,99","6,99",10
4e643aa7,45,Pedido,187,Mesa 45mm,1,"61,4","61,4","43,00%",35,35,9
eaebe609,45,Pedido,232,Pneu Kenda aro 26x1.95,1,40,40,"45,00%",22,22,9
05771d45,45,Pedido,198,Pedal plataforma alumínio preto,2,"34,7","69,4","50,00%","17,35","34,7",10
f3e42eca,45,Pedido,222,Pezinho lateral comum aro 26,1,15,15,"60,80%","5,88","5,88",10
62e0a307,46,Pedido,42,Banco XR Caloi branco,1,"140,5","140,5","50,00%","70,25","70,25",10
b4bbcd67,46,Pedido,166,Garupeira tubão preta,1,60,60,"58,33%",25,25,10
56782683,46,Pedido,4876b22e,Serviço colocação de peça,1,25,25,"20,00%",20,20,1
761d55e2,47,Pedido,219,Pedivela esquerdo alumínio,1,"29,96","29,96","50,00%","14,98","14,98",10
994c3627,47,Pedido,198,Pedal plataforma alumínio preto,1,"35,41","35,41","51,00%","17,35","17,35",7
777a62d8,47,Pedido,189,Movimento central 45mm kit,1,"15,6","15,6","70,00%","4,68","4,68",9
a55767a4,47,Pedido,57728a5b,Serviço de instalação de pedal,1,15,15,"0,00%",15,15,1
b6352fd3,47,Pedido,30e466f4,Serviço de instalação de pedivela,1,35,35,"0,00%",35,35,1
24d87186,48,Pedido,09bcf6ae,Sapata com rosca,10,5,50,"50,00%","2,5",25,10
2bef58e3,48,Pedido,13c5dc1c,Sapata com pino,8,5,40,"50,00%","2,5",20,20
1d8e89af,48,Pedido,61,Cabo de freio traseiro importado,10,3,30,"60,00%","1,2",12,14
46d62634,48,Pedido,108,Cola tubo,3,"9,88","29,64","50,00%","4,94","14,82",10
43c04797,48,Pedido,279,Roda lateral kit,1,"40,83","40,83","40,00%","24,5","24,5",9
99c6f688,48,Pedido,bbdde074,Pendana,3,8,24,"50,00%",4,12,20
113a0bc2,48,Pedido,189,Movimento central 45mm kit,2,"9,36","18,72","50,00%","4,68","9,36",8
054df9c7,43,Pedido,33,Balacas de freio com rosca par,1,10,10,"85,00%","1,5","1,5",30
b6368715,43,Pedido,75,Câmara aro 26 Pirelli,1,"35,01","35,01","71,49%","9,98","9,98",8
10f2d3f7,43,Pedido,f1299420,Serviço de instalação de balacas de freio,,10,0,"0,00%",10,0,1
68b1fb0a,43,Pedido,f1299420,Serviço de instalação de balacas de freio,1,10,10,"0,00%",10,10,1
5d23d16d,44,Pedido,112,Corrente fina Index Tec 10V,1,"39,99","39,99","75,17%","9,93","9,93",9
765c5ade,44,Pedido,166,Garupeira tubão preta,1,80,80,"68,75%",25,25,8
4c921d3b,42,Pedido,92,Câmbio traseiro comum c/gancheira,1,"60,03","60,03","66,85%","19,9","19,9",9
f3ea4c95,42,Pedido,133,Eixo traseiro comum,1,25,25,"68,64%","7,84","7,84",6
239c4d2c,42,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"0,00%",15,15,1
f71369d5,60,Pedido,79,Câmara aro 29 Kenda,1,30,30,"45,06%","16,48","16,48",9
b07a7ffd,61,Pedido,9bd7f277,Serviço de conserto de câmara,2,15,30,"0,00%",0,0,10
4cbaaeee,61,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,02%","1,2","2,4",4
e3243fe2,61,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"0,00%",0,0,1
c5500dbb,62,Pedido,61,Cabo de freio traseiro importado,1,7,7,"82,85%","1,2","1,2",2
f8ad3323,63,Pedido,33,Balacas de freio com rosca par,2,3,6,"50,00%","1,5",3,29
882bdb73,63,Pedido,51769269,Serviço de regulagem de freios,1,34,34,"11,76%",30,30,1
4fb31bc5,63,Pedido,84faa82a,"Movimento central selado 34,7mm Salva Quadro",1,"122,99","122,99","55,28%",55,55,1
9703f50b,63,Pedido,82cf8c94,Serviço de instalação de movimento central,1,35,35,"0,00%",35,35,1
12071dfc,63,Pedido,111,Corrente fina 116L Tec,1,"22,46","22,46","50,00%","11,23","11,23",9
b2503022,63,Pedido,ba9e6c41,Roda livre 7V,1,"34,88","34,88","57,00%",15,15,13
4f89bd53,63,Pedido,198,Pedal plataforma alumínio preto,1,"34,7","34,7","50,00%","17,35","17,35",6
b1f25495,64,Pedido,ad1f8ee4,Vista light silicone par,1,20,20,"50,00%",10,10,10
2b95b079,65,Pedido,191,Parafuso Expander,1,15,15,"67,14%","4,93","4,93",10
8fdcf232,66,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,50,50,"1,00%",,0,5
862cb9c8,67,Pedido,148,Gancheiras diversas,1,"65,01","65,01","81,85%","11,8","11,8",10
37689f00,67,Pedido,759b38a2,Eixo traseiro vazado,1,25,25,"60,00%",10,10,4
c15e4c5c,67,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"0,00%",,0,5
aae485d1,68,Pedido,105,Cesta guidão MTB,1,45,45,"64,73%","15,87","15,87",9
6c35ddd0,68,Pedido,69ff91e3,Serviço de instalação de cesta frontal,1,25,25,"0,00%",,0,5
4686b461,69,Pedido,111,Corrente fina 116L Tec,1,"22,46","22,46","50,00%","11,23","11,23",8
63770b38,69,Pedido,7b2f08f8,Serviço de instalação de corrente c/marcha,1,20,20,"21,00%",,0,5
59f59cb1,69,Pedido,5,Alavanca câmbio rapid fire par s/manet,1,"80,02","80,02","75,03%","19,98","19,98",8
de20e0d0,69,Pedido,34418f4a,Serviço de instalação de trocadores de cambio,1,50,50,"50,00%",,0,5
ddd909ab,69,Pedido,74,Câmara aro 26 bico longo Vee Rubber,2,"35,01","70,02","75,72%","8,5",17,10
befaba4e,69,Pedido,ba9e6c41,Roda livre 7V,1,30,30,"50,00%",15,15,12
9a825d04,69,Pedido,249,Punho comum par,1,20,20,"80,50%","3,9","3,9",4
a2ef4f03,70,Pedido,242,Pneu Paco aro 29x2.1,1,"80,01","80,01","50,13%","39,9","39,9",10
8beae086,70,Pedido,13c5dc1c,Sapata com pino,1,5,5,"50,00%","2,5","2,5",12
b06fc65b,69,Pedido,2b1b93b7,Freio Hidráulico Veloforce,1,240,240,"50,00%",120,120,2
451f7d8f,69,Pedido,64c04f74,Serviço de instalação de freio hidráulico,1,50,50,"50,00%","0,01","0,01",5
aeab75ba,69,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"0,00%",0,0,5
8c3327a1,69,Pedido,6d6ad1d3,Rolamento de roda 6000 pequeno,2,10,20,"50,00%",5,10,15
f6198fb2,69,Pedido,12c4325f,Rolamento de roda 6200 maior,2,10,20,"50,00%",5,10,4
9c08b9bd,71,Pedido,274,Roda completa aro 20 aero preta,1,"119,99","119,99","50,08%","59,9","59,9",10
c9f70e1b,71,Pedido,511f2753,Serviço de instalação de pneu,1,20,20,"50,00%",,0,5
5a468b7a,72,Pedido,189,Movimento central 45mm kit,4,10,40,"53,18%","4,68","18,72",6
2c90820a,72,Pedido,190,Movimento de direção kit,2,20,40,"64,90%","7,02","14,04",10
44968533,72,Pedido,5f7d15c6,Roda livre comum 6V,1,20,20,"11,24%","17,75","17,75",1
1c64107a,72,Pedido,ba9e6c41,Roda livre 7V,1,30,30,"50,00%",15,15,11
45476893,72,Pedido,249,Punho comum par,3,10,30,"61,00%","3,9","11,7",3
d9d9f11e,72,Pedido,67,Câmara 20 x1.75 Bison,3,"11,67","35,01","32,37%","7,89","23,67",8
868f94cd,72,Pedido,81,Câmara Kenda aro 26,2,25,50,"68,04%","7,99","15,98",10
c15eac85,72,Pedido,166,Garupeira tubão preta,2,40,80,"37,50%",25,50,7
5c17e8b9,72,Pedido,165,Garupeira tubão cromada,1,50,50,"50,00%",25,25,9
5bc82d73,72,Pedido,b0675cc4,Roda livre 20D,2,"17,86","35,72","44,00%",10,20,7
e542149e,39,Pedido,249,Punho comum par,1,10,10,"61,00%","3,9","3,9",4
01fa7537,40,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,"101,01","101,01",,100,100,1
54050c17,41,Pedido,4876b22e,Serviço colocação de peça,1,30,30,"33,34%",,0,5
f717c3b7,33,Pedido,5,Alavanca câmbio rapid fire par s/manet,1,40,40,"50,05%","19,98","19,98",7
f634fac9,34,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,200,200,"50,00%",0,0,5
289048ec,35,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,250,250,"60,00%",0,0,5
06f3a367,36,Pedido,5,Alavanca câmbio rapid fire par s/manet,1,45,45,"55,60%","19,98","19,98",6
1d571156,37,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,"175,02","175,02","54,29%",,0,5
6e1a2b18,38,Pedido,196,Pedal MTB par,1,"30,01","30,01","76,71%","6,99","6,99",10
38222343,73,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"0,00%",,0,5
a481dcfd,73,Pedido,129,Eixo dianteiro com rolamento,1,15,15,"44,26%","8,36","8,36",10
eb22b0ad,74,Pedido,75,Câmara aro 26 Pirelli,1,25,25,"60,08%","9,98","9,98",7
6d246fc3,28,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,70,70,"14,29%",,0,5
5d82bf2b,29,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,70,70,,,0,5
c250860a,30,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,"233,05","233,05","57,09%",100,100,1
75fd5873,31,Pedido,66,Câmara 16X1.50 Bison,1,30,30,"75,70%","7,29","7,29",10
a5c47325,32,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,10,10,"0,00%",10,10,1
395068ad,24,Pedido,276,Roda completa aro 29 par,1,"291,8","291,8","50,00%","145,9","145,9",3
a262cc10,25,Pedido,247,Punho com trava preto,1,41,41,"50,00%","20,5","20,5",7
86185d3a,25,Pedido,249,Punho comum par,1,10,10,"61,00%","3,9","3,9",3
5bbb4a4b,25,Pedido,2ac8271a,Serviço de instalação de punhos,1,5,5,"0,00%",,0,5
46486a8a,25,Pedido,2ac8271a,Serviço de instalação de punhos,1,5,5,"0,00%",,0,5
b32fdbd1,26,Pedido,66,Câmara 16X1.50 Bison,2,20,40,"63,55%","7,29","14,58",10
db3dcc46,27,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,"310,08","310,08","67,75%",100,100,1
585b70e2,19,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,"150,01","150,01","46,67%",,0,5
ce9e0fdf,20,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,"195,01","195,01","48,72%",0,0,5
02e440c1,21,Pedido,75,"Câmara aro 26"" Pirelli",1,"34,99","34,99","71,48%","9,98","9,98",63
d338c056,22,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
700dba94,23,Pedido,182,Kit remendo,1,20,20,"60,50%","7,9","7,9",10
e827baa2,16,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,160,160,"50,00%",,0,5
157ae3ca,17,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,08%","9,98","9,98",62
21949a83,17,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"0,00%",0,0,5
d856d52a,18,Pedido,108,Cola tubo,1,10,10,"50,58%","4,94","4,94",7
3f43efaf,12,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"0,00%",,0,5
f8cf6369,13,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,10,10,"0,00%",,0,5
a776fd45,14,Pedido,130,Eixo dianteiro comum,1,"25,06","25,06","88,07%","2,99","2,99",10
a58da389,14,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,35,35,"57,14%",15,15,1
bd14ee59,15,Pedido,75,"Câmara aro 26"" Pirelli",2,"35,01","70,02","71,49%","9,98","19,96",61
2f8a8f58,6,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,"150,01","150,01","46,67%",,0,5
f0475227,7,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
55b09ec5,8,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,140,140,"28,57%",0,0,5
eefaa643,9,Pedido,68,Câmara 26X1.50 AV 48mm Vee Rubber,2,25,50,"66,00%","8,5",17,83
e46b21d5,9,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"0,00%",0,0,5
3f62ca1c,9,Pedido,237602c1,Serviço de instalação de garupeira,1,15,15,"0,00%",,0,5
34b71b3d,10,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,"101,01","101,01","1,00%",0,0,5
b7e4b1fb,11,Pedido,128,Disco de freio 180mm,1,"24,5","24,5","54,09%","11,25","11,25",10
8c06f329,2,Pedido,17900c82,Serviço de montagem de bicicleta aro 24/26,1,"225,99","225,99","64,60%",,0,5
c5de8c88,3,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
457bf19f,4,Pedido,e111a406,Serviço de instalação de manetes de freio,1,25,25,"0,00%",,0,5
5e7c7181,5,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,"225,02","225,02","55,56%",0,0,5
720b5710,#N/A,Pedido,842ba5e6,Guidão preto baixo 520mm,1,50,50,"68,10%","15,95","15,95",1
224ef753,75,Pedido,842ba5e6,Guidão preto baixo 520mm,1,50,50,"68,10%","15,95","15,95",1
6a7de455,75,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",9
428e063a,77,Pedido,232,Pneu Kenda aro 26x1.95,1,"60,01","60,01","63,34%",22,22,7
dbf32de4,77,Pedido,75,"Câmara aro 26"" Pirelli",1,30,30,"66,73%","9,98","9,98",59
3cc1a316,78,Pedido,4324b9f7,Pastilha de freio a disco mecânico raquete,4,10,40,"50,00%",5,20,8
884f7883,79,Pedido,78,"Câmara aro 29"" bico longo Kenda",1,35,35,"63,14%","12,9","12,9",1
1789575b,80,Pedido,279,Roda lateral kit,1,45,45,"45,55%","24,5","24,5",7
0bfd7877,81,Pedido,198,Pedal plataforma alumínio preto,1,35,35,"50,43%","17,35","17,35",4
d1119319,84,Pedido,223,Pinça dianteira importada,1,35,35,"42,43%","20,15","20,15",9
58e5e41e,84,Pedido,224,Pinça traseira importada,1,35,35,"42,43%","20,15","20,15",10
67528de7,84,Pedido,9e4185c8,Cabo de freio traseiro Ceci,1,5,5,"70,00%","1,5","1,5",19
d02b6110,77,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"1,00%",0,0,5
4d548ce5,78,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
776aa4e1,78,Pedido,7f8a8869,Serviço de troca de pastilha de freio,2,15,30,"1,00%",,0,5
bd4bbca1,81,Pedido,30e466f4,Serviço de instalação de pedivela,1,40,40,"1,00%",0,0,5
ee858bfe,81,Pedido,57728a5b,Serviço de instalação de pedal,1,15,15,"1,00%",0,0,5
dd101d87,82,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
eae2315c,83,Pedido,131,Eixo traseiro com rolamento,1,25,25,"50,00%","16,95","16,95",7
b3043496,75,Pedido,d65d8c84,Serviço de instalação de guidão,1,10,10,"1,00%",0,0,5
a17cbdaf,75,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,10,10,"1,00%",,0,5
f4198433,76,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
b04d7fbf,85,Pedido,79,"Câmara aro 29"" Kenda",1,"35,06","35,06","53,00%","16,48","16,48",24
3ea570e7,85,Pedido,381e3e3f,Serviço de montagem de câmara,1,10,10,"1,00%",0,0,5
148cd712,86,Pedido,272,Roda aro 26 comum dianteira,1,120,120,"50,00%","59,9","59,9",10
a096c68b,87,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
cf47942e,88,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
9eecb595,89,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
f3879801,95,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",27
cccd0786,95,Pedido,41a15af7,Serviço de instalação de cabo + capa,2,10,20,"1,00%",,0,5
f9b69ad7,95,Pedido,0aa656a8,Pezinho central aro 29 preto,1,40,40,"50,00%",20,20,5
22222c90,96,Pedido,199,Pedal plataforma nylon inglês par,1,20,20,"50,00%","6,99","6,99",10
93d9f653,96,Pedido,57728a5b,Serviço de instalação de pedal,1,15,15,"1,00%",0,0,5
a8013390,96,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",25
cf79648b,96,Pedido,62,Cabo de câmbio,2,5,10,"70,00%","1,5",3,140
f67d322e,96,Pedido,41a15af7,Serviço de instalação de cabo + capa,2,10,20,"1,00%",,0,5
6be4e0c3,96,Pedido,133,Eixo traseiro comum,1,25,25,"69,00%","7,84","7,84",5
92502377,96,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,25,25,"1,00%",,0,5
113d1a87,96,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
2a177ed9,96,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
0158bef0,90,Pedido,962f4a5e,Roda Aero traseira preta,1,140,140,"50,00%",70,70,2
96a23f04,91,Pedido,199,Pedal plataforma nylon inglês par,1,25,25,"72,10%","6,99","6,99",9
306b52e0,91,Pedido,57728a5b,Serviço de instalação de pedal,1,10,10,"1,00%",0,0,5
62f474ee,92,Pedido,232,Pneu Kenda aro 26x1.95,1,50,50,"56,00%",22,22,6
60186b2a,92,Pedido,75,"Câmara aro 26"" Pirelli",1,25,25,"60,08%","9,98","9,98",60
fc48c421,93,Pedido,108,Cola tubo,1,10,10,"50,62%","4,94","4,94",6
a1a6f57b,94,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
3e023b22,97,Pedido,bbdde074,Pendana,2,15,30,"73,33%",4,8,17
3871cb5e,98,Pedido,ba9e6c41,Roda livre 7V,1,50,50,"52,00%",15,15,10
413bbd18,98,Pedido,111,Corrente fina 116L Tec,1,45,45,"75,00%","11,23","11,23",7
2fe915ce,98,Pedido,4,Alavanca cambio comum plástico par,1,25,25,"84,50%","3,88","3,88",7
49e7da12,98,Pedido,62,Cabo de câmbio,1,10,10,"85,00%","1,5","1,5",138
a4a4e9ac,98,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,30,30,"1,00%",,0,5
1b268bec,98,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
ac22a676,90,Pedido,111,Corrente fina 116L Tec,1,30,30,"63,00%","11,23","11,23",6
20793072,90,Pedido,7b2f08f8,Serviço de instalação de corrente c/marcha,1,15,15,"1,00%",,0,5
2a607443,90,Pedido,ba9e6c41,Roda livre 7V,1,35,35,"57,00%",15,15,9
fc6e6730,90,Pedido,4876b22e,Serviço colocação de peça,1,10,10,"1,00%",,0,5
e276b0df,90,Pedido,f1299420,Serviço de instalação de balacas de freio,1,10,10,"1,00%",,0,5
baf95e7c,90,Pedido,32,Balacas de freio pino baixa par,1,15,15,"80,00%",3,3,20
eeca7d2b,90,Pedido,249,Punho comum par,1,10,10,"61,00%","3,9","3,9",2
7be6d00a,90,Pedido,2ac8271a,Serviço de instalação de punhos,1,10,10,"1,00%",,0,5
a45cb971,90,Pedido,1f8a0881,Serviço de engraxar geral,1,20,20,"1,00%",,0,5
b4371273,90,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
30cf952e,99,Pedido,835c8d12,Cobre corrente preto metal tecido,1,25,25,"60,00%",10,10,4
8fab3014,100,Pedido,d9a8441d,Adesivo,1,15,15,"86,67%",2,2,20
af2a744b,101,Pedido,222,Pezinho lateral comum aro 26,1,20,20,"70,60%","5,88","5,88",9
a3dd5823,101,Pedido,79,"Câmara aro 29"" Kenda",1,30,30,"50,00%","16,48","16,48",23
0dbf3d40,101,Pedido,381e3e3f,Serviço de montagem de câmara,1,15,15,"1,00%",0,0,5
d1e93299,103,Pedido,a05745b8,Serviço de montagem de bicicleta aro 29,1,120,120,"0,00%",0,0,5
bafe032e,104,Pedido,9bd7f277,Serviço de conserto de câmara,1,15,15,"0,00%",0,0,5
ed1f64f0,105,Pedido,8d4b8084,Manete de alumínio freio VBrake par,1,20,20,"50,00%",18,18,4
90d3995d,105,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",23
37de6f14,105,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,15,15,"1,00%",,0,5
db32d99a,102,Pedido,3,Alavanca cambio comum alumínio par,1,25,25,"75,08%","6,15","6,15",2
5b5a8918,102,Pedido,34418f4a,Serviço de instalação de trocadores de cambio,1,15,15,"1,00%",,0,5
b4e94775,102,Pedido,61,Cabo de freio traseiro importado,2,5,10,"76,00%","1,2","2,4",22
1c3e7743,102,Pedido,51769269,Serviço de regulagem de freios,1,35,35,"1,00%",,0,5
54a9b011,106,Pedido,237,Pneu Levorin Praieiro aro 26x1.1/2,1,60,60,"41,83%","34,9","34,9",9
d34b32c7,107,Pedido,d9a8441d,Adesivo,1,15,15,"86,67%",2,2,20
2d1e9227,108,Pedido,67,Câmara 20X1.75 Bison,1,20,20,"60,55%","7,89","7,89",25
40d39eee,109,Pedido,72,"Câmara aro 16"" Veloforce",1,20,20,"52,50%","9,5","9,5",4
690d1e6c,110,Pedido,232,Pneu Kenda aro 26x1.95,1,44,44,"50,00%",22,22,5
8b2ef331,110,Pedido,511f2753,Serviço de instalação de pneu,1,26,26,"1,00%",,0,5
b69d61a3,111,Pedido,182,Kit remendo,1,20,20,"60,50%","7,9","7,9",9
603f35cd,112,Pedido,75,"Câmara aro 26"" Pirelli",2,25,50,"60,08%","9,98","19,96",59
a2a2f6f3,112,Pedido,53,Blocagem de eixo agulha dianteiro,1,10,10,"50,00%",5,5,4
b0599c8d,112,Pedido,381e3e3f,Serviço de montagem de câmara,2,10,20,"1,00%",0,0,5
230579d6,112,Pedido,44f27c80,Serviço de instalação de blocagem,1,10,10,"0,00%",,0,5
ebe378c9,113,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
a3b948fc,114,Pedido,184,Manet alumínio preto par,1,30,30,"52,23%","14,33","14,33",5
986a2cc1,115,Pedido,182,Kit remendo,1,20,20,"60,50%","7,9","7,9",8
559ffec2,116,Pedido,33,Balacas de freio com rosca par,1,15,15,"80,00%",3,3,60
709fee6e,117,Pedido,252,Punho pequeno espuma,1,15,15,"88,00%","1,8","1,8",10
580609c1,117,Pedido,0f7f7c71,Pezinho comum aro 20,1,25,25,"76,00%",6,6,1
30528e5a,118,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,20,20,"1,00%",,0,5
e3ce026b,118,Pedido,133,Eixo traseiro comum,1,25,25,"70,00%","7,84","7,84",2
22aa01fa,118,Pedido,185,Manet nylon par,1,20,20,"76,55%","4,69","4,69",10
93976cb5,118,Pedido,51769269,Serviço de regulagem de freios,1,20,20,"1,00%",,0,5
605e71fa,119,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"1,00%",,0,5
df0905e2,119,Pedido,ae466c8f,Serviço de torca de raios de roda,1,40,40,"1,00%",,0,5
4bebf9a5,120,Pedido,166,Garupeira tubão preta,1,50,50,"50,00%",25,25,5
ecb8df03,121,Pedido,44e417f9,"Pneu Aro 29"" X 2,1 Levorin Eruption",2,70,140,"50,00%",35,70,14
32782c68,121,Pedido,511f2753,Serviço de instalação de pneu,2,10,20,"1,00%",,0,5
d611f225,121,Pedido,131,Eixo traseiro com rolamento,1,35,35,"50,00%","16,95","16,95",8
abf24583,121,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,15,15,"1,00%",,0,5
e74ad8e3,121,Pedido,249,Punho comum par,1,10,10,"61,00%","4,79","4,79",5
f71f1aa9,121,Pedido,2ac8271a,Serviço de instalação de punhos,1,10,10,"1,00%",,0,5
7468a6d5,121,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,60,60,"50,00%",30,30,14
fbddfca0,121,Pedido,51769269,Serviço de regulagem de freios,1,30,30,"1,00%",,0,5
32a46545,121,Pedido,dd98c533,Serviço de regulagem de câmbio,1,30,30,"1,00%",0,0,5
0a4b8b0f,121,Pedido,2d524904,Blocagem de eixo agulha traseiro,1,10,10,"50,00%",5,5,5
56cac9c3,121,Pedido,44f27c80,Serviço de instalação de blocagem,1,10,10,"0,00%",,0,5
efbdcd87,121,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"50,00%","0,44","0,44",338
4a21b933,121,Pedido,61,Cabo de freio traseiro importado,1,5,5,"76,00%","1,2","1,2",18
a435c957,121,Pedido,41a15af7,Serviço de instalação de cabo + capa,1,20,20,"1,00%",,0,5
