ID,PedidoID,Tipo_Venda,Produto ID,Produto,Quantidade,Preço Unitário,Total,Margem do Pedido,Custo Unitário,Custo Total,Quantidade Disponível Itens
76e7c407,2200,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"70,00%","10,35","10,35",17
da546bf5,2201,Pedido,ba9e6c41,Roda livre 7V - Catraca,1,50,50,"63,00%","18,52","18,52",4
c9e05ea4,2202,Pedido,56,Bolsa de quadro para celular,1,60,60,"50,00%","29,9","29,9",1
e480199f,2202,Pedido,db176db2,Serviço de Ajustes em Geral,1,30,30,"100,00%",,0,1
94354a74,2203,Pedido,44e417f9,"Pneu Aro 29"" X 2,1 Levorin Eruption",1,50,50,"46,00%","48,5","48,5",1
b943ba0a,2203,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,40,40,"53,00%","28,08","28,08",6
f3c43455,2203,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",2,30,60,"70,00%","10,35","20,7",15
3411806e,2203,Pedido,223,Pinça dianteira importada,2,30,60,"63,00%",15,30,6
b76a34f1,2203,Pedido,224,Pinça traseira importada,2,30,60,"63,00%",15,30,6
a183ebcc,2204,Pedido,2,Alavanca câmbio 7V Gripshift jogo,1,40,40,"72,00%","11,21","11,21",6
8ffdbaee,2204,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,10,10,"100,00%",0,0,99
c777109a,2088,Pedido,3aa362f8,Bicicleta Barra Circular Usada,1,700,700,"100,00%",,0,1
1d500d57,2205,Pedido,d9a8441d,Adesivo Cartelas,1,20,20,"87,00%",2,2,36
bb17df52,2206,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
f6ea067d,2207,Pedido,58,Bomba 60cm - Alumínio,1,45,45,"84,00%","7,9","7,9",6
12a87335,2208,Pedido,a0ffc396,Serviço de encurtar corrente/emendar,1,15,15,"100,00%",,0,5
b2701bbb,2209,Pedido,71,"Câmara aro 16"" Vee Rubber",1,25,25,"61,00%","7,74","7,74",10
0dd08ab4,2210,Pedido,2ab32411,Mov. Direção A Head Set - Kit,1,35,35,"87,00%","4,71","4,71",6
bab58031,2179,Pedido,188,"Mov. Centr. 34.7 122,5mm Selado",1,60,60,"73,00%","16,22","16,22",2
799c9f9e,2179,Pedido,82cf8c94,Serviço de instalação de movimento central,1,20,20,"100,00%",,0,5
2978564f,2211,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",1,25,25,"60,00%","9,89","9,89",14
9f1ff05c,2212,Pedido,62,Cabo de câmbio,1,5,5,"88,00%","0,59","0,59",178
536a6c15,2212,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
a638a49d,2212,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,15,15,"100,00%",0,0,99
e8de3ecf,2212,Pedido,ad1f8ee4,Vista light silicone par - pisca,1,30,30,"53,00%","14,19","14,19",2
49376707,2213,Pedido,53b4e4d1,"Cadeado grosso 1,5m 12mm Elleven com chaves",1,45,45,"60,00%","17,9","17,9",2
fcdc0268,2193,Pedido,183,Luva par,1,0,0,"49,00%","17,9","17,9",12
58a94cdf,2214,Pedido,68,Câmara 26X1.50 AV 48mm Vee Rubber,1,25,25,"66,00%","8,5","8,5",17
24c12e9a,2214,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,5,5,"100,00%",0,0,5
b2924e6b,2215,Pedido,ba9e6c41,Roda livre 7V - Catraca,1,0,0,"63,00%","18,52","18,52",3
f63077fa,2215,Pedido,d3e1e606,Garantia,1,0,0,"100,00%",,0,1
96b5aeaa,2216,Pedido,acacfb64,Suporte Bag Squeeze cores,1,10,10,"50,00%",5,5,3
2a3f4614,2216,Pedido,51769269,30 - Serviço de regulagem de freios,1,25,25,"100,00%",,0,99
7cc82a84,2216,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,25,25,"100,00%",0,0,99
ee9b62fe,2216,Pedido,222,Pezinho lateral comum aro 26,1,25,25,"76,00%","5,88","5,88",10
7e85ce32,2216,Pedido,97,Canote aço 25.4mm,1,20,20,"50,00%","4,68","4,68",10
cdb20e66,2216,Pedido,9b33be1c,Serviço de instalação de banco,1,10,10,"100,00%",,0,5
51de6823,2216,Pedido,b869b837,Serviço de Lubrificação de corrente,1,15,15,"100,00%",,0,1
70e6868c,2216,Pedido,40433a30,Capa de banco com almofada - cores,1,20,20,"90,00%",2,2,8
95a83df0,2217,Pedido,a05745b8,"29"" Serviço de montagem de bicicleta",1,120,120,"100,00%",0,0,1
b7a89882,2218,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,30,30,"70,00%","10,35","10,35",16
ac1d0bfb,2219,Pedido,66,Câmara 16X1.50 Bison,1,20,20,"64,00%","7,29","7,29",3
1dee7621,2219,Pedido,381e3e3f,Serviço de instalação de câmara de ar,2,10,20,"100,00%",0,0,5
b5555599,2219,Pedido,db176db2,Serviço de Ajustes em Geral,1,20,20,"100,00%",,0,1
3787b79d,2180,Pedido,127,Disco de freio 160mm,2,20,40,"50,00%",10,20,12
541667dc,2220,Pedido,84cd5cf5,Roda Dianteira Aero Aro 26X1.95 - Cores,1,120,120,"50,00%",60,60,4
3015c4a0,2221,Pedido,132,Eixo traseiro com rolamento 185mm,1,35,35,"58,00%","14,8","14,8",3
0d3a6555,2222,Pedido,afdb5984,Lubrificação Geral,1,80,80,"100,00%",,0,1
be29c002,2222,Pedido,62,Cabo de câmbio,2,5,10,"88,00%","0,59","1,18",174
009ce705,2222,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",98
4338d765,2222,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
16921d8c,2222,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
d91c69fa,2222,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,99
5a5d80e1,2222,Pedido,df50fb4d,Pastilha de freio a disco mecânico chaleirinha,2,30,60,"60,00%",10,20,20
63e54c9b,2222,Pedido,127,Disco de freio 160mm,2,20,40,"50,00%",10,20,14
368beab4,2222,Pedido,e64f0197,Tele busca e entrega,1,20,20,"100,00%",,0,1
2ff42af4,2223,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"100,00%",,0,5
cae040cb,2224,Pedido,115,Corrente grossa Veloforce,1,30,30,"80,00%","6,11","6,11",11
0dbbd2bb,2224,Pedido,43d11e17,Serviço de instalação de corrente grossa s/ marcha,1,10,10,"100,00%",,0,5
070672c6,2224,Pedido,b115b703,Castanha de selim cromada,1,20,20,"67,00%",5,5,3
156c37f7,2225,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"86,00%","0,69","0,69",98
08aec891,2225,Pedido,db176db2,Serviço de Ajustes em Geral,1,5,5,"100,00%",,0,1
95c7f234,2226,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
2b8886ad,2203,Pedido,2ab32411,Mov. Direção A Head Set - Kit,1,20,20,"87,00%","4,71","4,71",6
c60e7e14,2203,Pedido,92,Câmbio traseiro comum c/gancheira,1,30,30,"79,00%","8,36","8,36",6
2590efa2,2203,Pedido,3bf4e55f,Câmbio Diant. Puxa por Baixo,1,20,20,"89,00%","4,6","4,6",20
68616cd2,2203,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,5,7,35,"90,00%","1,53","7,65",19
4e4cc082,2203,Pedido,132,Eixo traseiro com rolamento 185mm,1,30,30,"58,00%","14,8","14,8",2
943a482e,2203,Pedido,188,"Mov. Centr. 34.7 122,5mm Selado",1,35,35,"73,00%","16,22","16,22",1
829b3851,2203,Pedido,5f7d15c6,Roda livre comum 6V,1,35,35,"64,00%","18,12","18,12",4
67fa8e68,2203,Pedido,111,Corrente fina 116L Tec,1,25,25,"67,00%","9,99","9,99",9
a7be9eb0,2227,Pedido,137,Espelho comum medio par,1,25,25,"53,00%","13,9","13,9",1
dd0c34dd,2228,Pedido,214,Pedivela Triplo Aço Reduzido 24/34/42 Preto C/Prot,1,50,50,"71,00%","14,7","14,7",4
02c12421,2228,Pedido,30e466f4,Serviço de instalação de pedivela,1,10,10,"100,00%",,0,99
194a6863,2228,Pedido,188,"Mov. Centr. 34.7 122,5mm Selado",1,60,60,"78,00%","12,99","12,99",5
0d7c1406,2228,Pedido,82cf8c94,Serviço de instalação de movimento central,1,20,20,"100,00%",,0,5
835c0b73,2229,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",2,25,50,"60,00%","9,89","19,78",13
3888fc53,2230,Pedido,b6c4157d,"Câmara Aro 20"" Veloforce",1,25,25,"64,00%","8,99","8,99",3
6c7ec96b,2230,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
9c892469,2231,Pedido,135,Engrenagem disco simples preto,1,25,25,"64,00%","3,56","3,56",4
ebf093f3,2231,Pedido,82cf8c94,Serviço de instalação de movimento central,1,25,25,"100,00%",,0,5
22893dbf,2231,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
c1e2f0ff,2232,Pedido,a0ffc396,Serviço de encurtar corrente/emendar,1,15,15,"100,00%",,0,5
5a360cbc,2222,Pedido,148978fa,Cadeado grosso 1m 12mm Elleven com chaves,1,50,50,"71,00%","12,9","12,9",6
78d0bf94,2233,Pedido,68,Câmara 26X1.50 AV 48mm Vee Rubber,1,25,25,"66,00%","8,5","8,5",16
7c6edf29,2233,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
3f9c2469,2234,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
e5dad373,2235,Pedido,92,Câmbio traseiro comum c/gancheira,1,30,30,"79,00%","8,36","8,36",5
9b45b3b8,2235,Pedido,93,Câmbio traseiro comum s/gancheira,1,40,40,"81,00%","9,3","9,3",29
84f7c768,2236,Pedido,199,Pedal Plataf. Plástico Inglês - par,1,30,30,"70,00%","8,9","8,9",12
33da56e3,2236,Pedido,57728a5b,Serviço de instalação de pedal - par,1,10,10,"100,00%",0,0,5
c07f67ae,2236,Pedido,207,Pedivela esquerdo ferro revestido preto,1,30,30,"63,00%","10,99","10,99",2
94eb21b1,2236,Pedido,30e466f4,Serviço de instalação de pedivela,1,15,15,"100,00%",,0,99
9e60aac5,2237,Pedido,ba9e6c41,Roda livre 7V - Catraca,1,50,50,"63,00%","18,52","18,52",2
08a38cb8,2238,Pedido,ba9e6c41,Roda livre 7V - Catraca,1,50,50,"63,00%","18,52","18,52",1
789c68b5,2239,Pedido,182,Estojo Conserto de Câmara Vulcaflex,1,20,20,"55,00%","8,99","8,99",6
bb4b7928,2239,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"70,00%","10,35","10,35",14
504e31f1,2240,Pedido,132,Eixo traseiro com rolamento 185mm,1,30,30,"58,00%","14,8","14,8",2
ba4598d9,2240,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",1,25,25,"60,00%","9,89","9,89",11
2c1df889,2240,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,10,10,"100,00%",,0,5
23596325,2240,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
b8947f41,2241,Pedido,e93e5730,Castanha de selim preta,1,20,20,"67,00%",5,5,2
e4f475f4,2241,Pedido,62,Cabo de câmbio,2,5,10,"88,00%","0,59","1,18",172
1101cf2b,2241,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",96
a203a80e,2241,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
4bb44bd1,2241,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
4283a582,2241,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,99
5e736cb2,2242,Pedido,0ca4ece3,Roda Aro 20'' Usada,1,50,50,"100,00%",,0,4
7b048da5,2242,Pedido,b0675cc4,Roda livre 20 dentes catraca simples,1,30,30,"70,00%","7,42","7,42",4
a7ae9470,2242,Pedido,f1b91467,Serviço de instalação de catraca / roda livre / K7,1,15,15,"100,00%",,0,5
e86012fd,2242,Pedido,114,Corrente grossa 114L Tec,1,30,30,"76,00%","7,1","7,1",3
b79a7b11,2242,Pedido,43d11e17,Serviço de instalação de corrente grossa s/ marcha,1,15,15,"100,00%",,0,5
e60c2347,2242,Pedido,32,Sapatas de freio pino baixa par - balacas sem blister,1,15,15,"95,00%","0,82","0,82",65
6ecc717f,2243,Pedido,a0ffc396,Serviço de encurtar corrente/emendar,1,20,20,"100,00%",,0,5
0a8e7063,2244,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",1,25,25,"60,00%","9,89","9,89",10
bea4d1fd,2245,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
46009b88,2246,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
ba84631b,2247,Pedido,92,Câmbio traseiro comum c/gancheira,1,50,50,"79,00%","8,36","8,36",5
4d2abed3,2247,Pedido,22cf9596,Serviço de instalação de câmbio traseiro,1,30,30,"100,00%",,0,5
7c76d7eb,2247,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",84
a73642d4,2247,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
ab342e4a,2247,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
15d24dee,2247,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,99
4984643b,2247,Pedido,afdb5984,Lubrificação Geral,1,60,60,"100,00%",,0,1
ee164e1d,2248,Pedido,7cf05702,Jogo Roda lateral JKS aros 14/16/20,1,50,50,"49,00%","22,9","22,9",2
3b5b3238,2249,Pedido,16e3974d,Guidão reformado Multipox modelos,1,40,40,"100,00%",,0,6
cf04dc91,2250,Pedido,130,Eixo Dianteiro Grosso comum,1,20,20,"88,00%","2,99","2,99",6
6b37bdd0,2250,Pedido,9ff8ca78,Pedivela Monobloco aro 26 Preto,1,30,30,"59,00%","12,39","12,39",5
067f91eb,2250,Pedido,111,Corrente fina 116L Tec,2,30,60,"67,00%","9,99","19,98",8
0b746731,2250,Pedido,5f7d15c6,Roda livre comum 6V,1,30,30,"64,00%","18,12","18,12",3
99b1afa8,2250,Pedido,f1097bf5,Cabo de freio Ceci importado,10,3,30,"86,00%","0,69","6,9",94
3711cd10,2250,Pedido,62,Cabo de câmbio,10,3,30,"88,00%","0,59","5,9",170
478c4bd8,2250,Pedido,4,Alavanca cambio comum plástico par,3,20,60,"69,00%","9,25","27,75",9
6d618f11,2250,Pedido,09bcf6ae,Sapata com rosca par - Balaca orbital sem blister,4,5,20,"90,00%","1,53","6,12",14
fc7777cc,2250,Pedido,32,Sapatas de freio pino baixa par - balacas sem blister,4,5,20,"95,00%","0,82","3,28",64
9b534204,2250,Pedido,249,Punho comum cores - par,2,10,20,"83,00%","2,59","5,18",14
febb5c01,2250,Pedido,b2b308dc,Punho MTB Vermelho/Preto,2,15,30,"90,00%","1,99","3,98",17
094b678d,2250,Pedido,ba9e6c41,Roda livre 7V - Catraca,1,30,30,"63,00%","18,52","18,52",1
808ba4f6,2246,Pedido,141,Fita anti furo par Elleven 26/29,1,30,30,"50,00%","14,93","14,93",3
25ac1f31,2251,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"86,00%","0,69","0,69",84
54f6e59a,2251,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
be1cd894,2251,Pedido,51769269,30 - Serviço de regulagem de freios,1,15,15,"100,00%",,0,99
00a55667,2246,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",1,25,25,"60,00%","9,89","9,89",9
461b4547,2246,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,5,5,"100,00%",0,0,5
e568c8f2,2252,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
a63e196c,2252,Pedido,178,Kit espelho Elleven,1,55,55,"64,00%","18,13","18,13",2
e82ac153,2253,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",2,35,70,"70,00%","10,35","20,7",13
14eae9bd,2254,Pedido,6de55325,Parafuso Expander Cross 21.1mm sextavado,1,15,15,"84,00%","2,34","2,34",15
750dcd1f,2255,Pedido,232,Pneu Kenda aro 26x1.95,1,50,50,"60,00%",22,22,5
c954a788,2255,Pedido,511f2753,Serviço de instalação de pneu,1,10,10,"100,00%",,0,5
48f8dadd,2255,Pedido,3bf4e55f,Câmbio Diant. Puxa por Baixo,1,40,40,"89,00%","4,6","4,6",22
e738463d,2255,Pedido,3,Alavanca cambio comum alumínio par,1,30,30,"80,00%","4,99","4,99",6
a74d2b76,2255,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",86
b484d779,2255,Pedido,f8bbd447,Conduíte Metro,2,10,20,"50,00%",5,10,20
e17cb218,2255,Pedido,afdb5984,Lubrificação Geral,1,80,80,"100,00%",,0,1
f58f5d02,2255,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
d30f9703,2255,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,30,30,"100,00%",0,0,99
a1904a1d,2255,Pedido,146,Jogo Freio V Break Nylon,1,50,50,"72,00%","12,59","12,59",8
6cdc4810,2255,Pedido,185,Manete nylon par,1,30,30,"78,00%","5,49","5,49",11
f349dea8,2255,Pedido,e64f0197,Tele busca e entrega,1,20,20,"100,00%",,0,1
7c1e762d,2256,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"86,00%","0,69","0,69",91
ff663ff7,2256,Pedido,62,Cabo de câmbio,1,5,5,"88,00%","0,59","0,59",160
b85d5074,2256,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
51f3a5cf,2256,Pedido,32,Sapatas de freio pino baixa par - balacas sem blister,2,15,30,"95,00%","0,82","1,64",60
40fe572a,2256,Pedido,f1299420,Serviço de instalação de balacas de freio,2,5,10,"100,00%",,0,5
1af9ff2c,2256,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
9201641d,2256,Pedido,dd98c533,30 - Serviço de regulagem de câmbio,1,20,20,"100,00%",0,0,99
987ac01b,2257,Pedido,73,"Câmara aro 24X1,75 Vee Rubber",1,25,25,"69,00%","7,74","7,74",5
005ffa3e,2257,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,15,15,"100,00%",0,0,5
5b73edd2,2258,Pedido,242,Pneu Paco aro 29x2.1,1,80,80,"50,00%","39,9","39,9",4
921cb1c3,2258,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"70,00%","10,35","10,35",11
8594caba,2258,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
f1469478,2258,Pedido,c9ae6e7f,Punho Silicone Preto,1,30,30,"80,00%","5,99","5,99",2
47d9ab5c,2259,Pedido,2db3611c,"16""/20"" Serviço de montagem de bicicleta",1,60,60,"100,00%",,0,1
98874fc5,2260,Pedido,a05745b8,"29"" Serviço de montagem de bicicleta",1,140,140,"100,00%",0,0,1
36f92e67,2261,Pedido,db176db2,Serviço de Ajustes em Geral,1,20,20,"100,00%",,0,1
701aa578,2262,Pedido,133,Eixo traseiro comum,1,30,30,"74,00%","7,92","7,92",13
341c61f0,2262,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,30,30,"100,00%",,0,5
e5c26c09,2262,Pedido,249,Punho comum cores - par,1,15,15,"83,00%","2,59","2,59",14
3992c4d2,2263,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
8dd97624,2264,Pedido,494d4e87,Banco BMX Elleven Holográfico,1,60,60,"58,00%","18,68","18,68",20
5f65eaa6,2265,Pedido,66d6fdba,Sapata de freio Shimano com pino par - Balaca,2,15,30,"81,00%","2,8","5,6",13
c92cd1b7,2265,Pedido,f1299420,Serviço de instalação de balacas de freio,2,5,10,"100,00%",,0,5
0716cb83,2266,Pedido,146,Jogo Freio V Break Nylon,1,25,25,"72,00%","12,59","12,59",9
3355310b,2266,Pedido,185,Manete nylon par,1,15,15,"78,00%","5,49","5,49",12
edc7d83d,2266,Pedido,f1097bf5,Cabo de freio Ceci importado,2,"2,5",5,"86,00%","0,69","1,38",90
36a07be3,2266,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
1dc169c8,2267,Pedido,87,"Câmara 29"" Veloforce 48mm bico longo",1,35,35,"70,00%","10,35","10,35",10
639aa82e,2267,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
2980396e,2267,Pedido,133,Eixo traseiro comum,1,30,30,"74,00%","7,92","7,92",12
d1fc4a01,2267,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,30,30,"100,00%",,0,5
8e7c8d2e,2268,Pedido,238,Pneu Levorin Praieiro aro 26x1.95,1,45,45,"50,00%",30,30,64
38d6a0f7,2268,Pedido,14,Aro 26 aero preta,1,40,40,"54,00%",30,30,11
a24b10ef,2268,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,40,40,"53,00%","28,08","28,08",6
7c3d4781,2269,Pedido,166,Garupeira tubão preta articulada,1,60,60,"47,00%","31,92","31,92",4
33aadaa0,2270,Pedido,178217d3,Eixo Traseiro Vazado com Rolamento,1,30,30,"55,00%","11,17","11,17",8
f941cf4d,2270,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,30,30,"100,00%",,0,5
e0db8078,2271,Pedido,32,Sapatas de freio pino baixa par - balacas sem blister,2,15,30,"95,00%","0,82","1,64",58
61ea8516,2271,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",84
10a1fc90,2271,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
a919aeee,2271,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
d068064f,2271,Pedido,190,Mov. Direção kit Standard,1,30,30,"84,00%","3,92","3,92",19
cdbdff41,2271,Pedido,eefdf672,Serviço de Instalação de Movimento de Direção,1,30,30,"100,00%",,0,1
9b9172b9,2271,Pedido,159,Garfo ferro preto aro 26,1,60,60,"48,00%","26,25","26,25",1
33cf1c94,2272,Pedido,178,Kit espelho Elleven,1,55,55,"64,00%","18,13","18,13",1
eb1dfe98,2273,Pedido,221,Pezinho lateral aro 29 preto,1,45,45,"49,00%","22,9","22,9",2
d0bb61ce,2273,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"100,00%",,0,5
5979c088,2274,Pedido,d3e1e606,Garantia,1,0,0,"100,00%",,0,1
fe4fe4ee,2274,Pedido,0aa656a8,Pezinho central aro 29 preto,1,0,0,"63,00%","16,53","16,53",1
a6cc3134,2275,Pedido,a59f1cdc,Mangueira de bomba rosca de metal 52cm,1,10,10,"50,00%",5,5,2
45721d85,2276,Pedido,4e225e12,Mov. Centr. 45mm kit rolamentos,2,30,60,"58,00%","16,87","33,74",5
49a6c16c,2276,Pedido,2ab32411,Mov. Direção A Head Set - Kit,2,30,60,"80,00%","6,99","13,98",9
21f710e9,2277,Pedido,d65d8c84,Serviço de instalação de guidão,1,20,20,"100,00%",0,0,5
eefa11bc,2277,Pedido,f1299420,Serviço de instalação de balacas de freio,2,10,20,"100,00%",,0,5
03ec3115,2277,Pedido,249,Punho comum cores - par,1,15,15,"83,00%","2,59","2,59",13
fc539895,2277,Pedido,f1097bf5,Cabo de freio Ceci importado,1,5,5,"86,00%","0,69","0,69",88
7341d74e,2277,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
e623efb7,2278,Pedido,9bd7f277,15 - Serviço de conserto de câmara,2,15,30,"100,00%",0,0,99
559a1fc2,2279,Pedido,698c2ca7,Sapatas de freio com rosca S-Shine par com Blister - balacas,1,15,15,"50,00%",10,10,3
3f0d427a,2280,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",82
d3360b7c,2280,Pedido,f8bbd447,Conduíte Metro,1,10,10,"50,00%",5,5,20
5e26a506,2280,Pedido,51769269,30 - Serviço de regulagem de freios,1,30,30,"100,00%",,0,99
281412b1,2280,Pedido,249,Punho comum cores - par,1,15,15,"83,00%","2,59","2,59",12
2e6e2d0c,2280,Pedido,b869b837,Serviço de Lubrificação de corrente,1,10,10,"100,00%",,0,1
97901ca3,2280,Pedido,eefdf672,Serviço de Instalação de Movimento de Direção,1,25,25,"100,00%",,0,1
5fbc040b,2280,Pedido,db176db2,Serviço de Ajustes em Geral,1,25,25,"100,00%",,0,1
ca19db0d,2281,Pedido,133,Eixo traseiro comum,1,30,30,"74,00%","7,92","7,92",11
a184fd75,2281,Pedido,4f18ef17,Serviço de troca de eixo de roda,1,25,25,"100,00%",,0,5
5fa1e3b7,2282,Pedido,9bd7f277,15 - Serviço de conserto de câmara,1,15,15,"100,00%",0,0,99
e30481dc,2283,Pedido,9ff8ca78,Pedivela Monobloco aro 26 Preto,1,30,30,"59,00%","12,39","12,39",4
0ee6cda8,2283,Pedido,30e466f4,Serviço de instalação de pedivela,1,40,40,"100,00%",,0,99
8ea921a2,2284,Pedido,4e225e12,Mov. Centr. 45mm kit rolamentos,1,40,40,"58,00%","16,87","16,87",3
2f304efc,2284,Pedido,82cf8c94,Serviço de instalação de movimento central,1,30,30,"100,00%",,0,5
c6902630,2284,Pedido,6d6ad1d3,Rolamento de roda 6000 pequeno,1,10,10,"80,00%","1,99","1,99",16
5c422f56,2284,Pedido,12c4325f,Rolamento de roda 6200 maior,1,10,10,"50,00%",5,5,16
631fde37,2284,Pedido,2c86f3c6,Instalação/Substituição de Rolamentos de rodas,1,10,10,"100,00%",10,10,10
0cd27aea,2285,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",1,25,25,"60,00%","9,89","9,89",8
606040f6,2285,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
7f76c941,2286,Pedido,200,Pedal Plataf. Nylon Sueco Par - par,1,30,30,"70,00%","8,9","8,9",14
eecd1a98,2287,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"100,00%",,0,5
14970906,2287,Pedido,38,Banco Beach Elleven - Selim,1,70,70,"58,00%","27,14","27,14",6
1c3df073,2287,Pedido,9b33be1c,Serviço de instalação de banco,1,10,10,"100,00%",,0,5
048f0671,2288,Pedido,14,Aro 26 aero preta,1,40,40,"54,00%",30,30,9
06a6da9a,2289,Pedido,feb26e0a,"Câmara Aro 26"" X 1,90 - Marcas Diversas",1,25,25,"66,00%","8,61","8,61",47
d6d25076,2289,Pedido,381e3e3f,Serviço de instalação de câmara de ar,1,10,10,"100,00%",0,0,5
06263b8b,2289,Pedido,232,Pneu Kenda aro 26x1.95,1,50,50,"52,00%","28,61","28,61",20
bfea27ba,2289,Pedido,511f2753,Serviço de instalação de pneu,1,10,10,"100,00%",,0,5
bde1f6e3,2289,Pedido,a045adf8,Serviço de centragem de roda,1,30,30,"100,00%",,0,5
feb6f34c,2289,Pedido,94255658,Alavanca de Câmbio RapidFire com manetes,1,60,60,"53,00%","28,08","28,08",5
c683261b,2289,Pedido,62,Cabo de câmbio,2,5,10,"88,00%","0,59","1,18",159
de344187,2289,Pedido,f1097bf5,Cabo de freio Ceci importado,2,5,10,"86,00%","0,69","1,38",80
